id,laptop_ID,Company,Product,TypeName,Inches,OpSys,Price_euros,Peso_kg,RAM_GB,SSD_GB,HDD_GB,Flash_Storage_GB,Hybrid_GB,Modelo_Serie_CPU,Velocidad_CPU_GHz,Cores_CPU,CPU_Intel,CPU_AMD,GPU_AMD,GPU_Intel,GPU_Nvidia,GPU_tipo_serie,Num_Pixeles,Screen_IPS,Screen_HD,Screen_Touchscreen,Screen_4K,Screen_Retina,Screen_QuadHD+
1067,3,HP,250 G6,Notebook,15.6,No OS,575.0,1.86,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
785,371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,Windows 10,389.0,2.04,8,0,2000,0,0,Pentium Quad Core N3710,1.6,4,1,0,0,1,0,HD Graphics 405,1049088,0,0,0,0,0,0
332,806,Dell,Latitude 3580,Notebook,15.6,Windows 10,810.0,1.95,8,128,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
1199,625,MSI,GT62VR 7RE,Gaming,15.6,Windows 10,2267.86,2.94,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,2073600,0,1,0,0,0,0
412,298,Dell,XPS 15,Notebook,15.6,Windows 10,1829.0,2.0,8,256,0,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050,2073600,0,1,0,0,0,0
200,424,HP,EliteBook 1040,Ultrabook,14.0,Windows 10,1500.0,1.43,8,256,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
509,337,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,943.0,2.0,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
411,1247,MSI,GL62M 7RDX,Gaming,15.6,Windows 10,1149.0,2.2,8,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050,2073600,0,1,0,0,0,0
627,878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1950.0,1.37,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,1,0,0,0
1088,347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,899.0,2.2,12,0,2000,0,0,A12-Series,3.6,1,0,1,1,0,0,Radeon 530,2073600,0,1,0,0,0,0
881,939,Dell,Latitude 3580,Notebook,15.6,Windows 10,729.9,1.95,4,0,500,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
914,984,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1899.0,1.22,16,512,0,0,0,Core i7,1.3,1,1,0,0,1,0,HD Graphics 615,5760000,0,1,1,0,0,1
690,187,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,793.0,2.0,8,128,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
111,478,HP,ZBook 15u,Notebook,15.6,Windows 10,1154.0,1.9,8,0,500,0,0,Core i5,2.5,1,1,0,1,0,0,FirePro W4190M ,2073600,0,1,0,0,0,0
26,989,HP,Probook 450,Notebook,15.6,Windows 10,979.0,2.04,8,128,1000,0,0,Core i5,2.7,1,1,0,0,0,1,GeForce 930MX,2073600,1,1,0,0,0,0
375,559,Dell,Alienware 17,Gaming,17.3,Windows 10,2699.0,4.42,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,2073600,1,1,0,0,0,0
289,1213,HP,Pavilion Power,Notebook,15.6,Windows 10,1327.0,2.21,12,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050,2073600,1,1,0,0,0,0
1007,142,HP,Envy 13-AD007nv,Notebook,13.3,Windows 10,699.0,1.32,4,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
476,1141,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Windows 10,479.0,0.69,4,0,0,64,0,Atom x5-Z8550,1.44,1,1,0,0,1,0,HD Graphics 400,2304000,1,0,1,0,0,0
475,64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Windows 10,941.0,1.4,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
125,410,Acer,Aspire 7,Notebook,15.6,Linux,879.0,2.5,8,256,0,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050,2073600,0,1,0,0,0,0
1154,859,HP,EliteBook 840,Ultrabook,14.0,Windows 10,1468.0,1.54,8,512,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
1184,359,HP,Zbook 15,Workstation,15.6,Windows 10,1738.27,2.6,8,256,0,0,0,Core i7,2.8,1,1,0,0,0,1,Quadro M1200,2073600,0,1,0,0,0,0
322,574,Fujitsu,Lifebook A557,Notebook,15.6,Windows 10,739.0,2.2,8,0,1000,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
280,885,Samsung,Notebook 9,Ultrabook,15.0,Windows 10,1849.0,1.23,16,256,0,0,0,Core i7,2.7,1,1,0,0,0,1,GeForce 940MX,2073600,0,1,0,0,0,0
63,125,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,629.0,2.2,8,256,0,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce 940MX,2073600,0,1,0,0,0,0
547,862,Asus,Rog GL502VM-DS74,Gaming,15.6,Windows 10,1899.0,2.1,16,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,0,1,0,0,0,0
1293,322,Lenovo,ThinkPad 13,Notebook,13.3,Chrome OS,459.9,1.45,4,0,0,16,0,Celeron Dual Core,1.6,2,1,0,0,1,0,HD Graphics 510,1049088,0,0,0,0,0,0
536,241,Acer,Aspire A315-51,Notebook,15.6,Linux,390.0,2.1,4,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
687,155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Windows 10,498.0,1.9,4,128,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
1023,98,Dell,Inspiron 3567,Notebook,15.6,Linux,599.9,2.2,8,0,1000,0,0,Core i7,2.7,1,1,0,1,0,0,Radeon R5 M430,2073600,0,1,0,0,0,0
210,1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,398.0,2.1,4,0,1000,0,0,A6-Series,2.5,1,0,1,1,0,0,Radeon R4,2073600,0,1,0,0,0,0
657,588,Dell,Latitude 5580,Notebook,15.6,Windows 10,1008.52,1.9,8,0,500,0,0,Core i5,2.6,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
671,388,Asus,ROG Strix,Gaming,15.6,Windows 10,1655.0,2.3,8,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,1,1,0,0,0,0
194,1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,Windows 10,977.0,2.3,4,0,1000,0,0,Core i5,2.3,1,1,0,0,0,1,GeForce GTX 950M,2073600,1,1,0,0,0,0
672,325,HP,Elitebook 840,Notebook,14.0,Windows 10,1292.0,1.48,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
1152,956,Acer,TravelMate P259-G2,Notebook,15.6,Windows 10,619.0,2.23,4,0,500,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
201,156,MSI,GE73VR 7RE,Gaming,17.3,Windows 10,1890.0,2.8,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,0,1,0,0,0,0
792,76,Acer,Aspire E5-475,Notebook,14.0,Windows 10,389.0,2.1,8,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
306,650,Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,2450.0,1.14,16,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
828,231,Dell,Inspiron 5567,Notebook,15.6,Windows 10,859.01,2.3,16,0,1000,0,0,Core i7,2.7,1,1,0,1,0,0,Radeon R7 M445,2073600,0,1,1,0,0,0
1055,918,HP,Elitebook 820,Netbook,12.5,Windows 10,1483.0,1.26,8,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
813,731,Dell,Alienware 17,Gaming,17.3,Windows 10,3659.4,4.36,32,1000,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,8294400,0,1,0,1,0,0
1000,420,Acer,Aspire R7,2 in 1 Convertible,13.3,Windows 10,789.01,1.6,8,256,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,2073600,1,1,1,0,0,0
110,1000,HP,Probook 450,Notebook,15.6,Windows 10,806.0,2.04,8,0,1000,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
399,453,Acer,Aspire ES1-572,Notebook,15.6,Linux,441.8,2.4,4,0,500,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
636,1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,No OS,709.0,2.2,8,0,1000,0,0,Core i7,2.7,1,1,0,0,0,1,GeForce 940MX,2073600,0,1,0,0,0,0
1264,157,HP,EliteBook 840,Ultrabook,14.0,Windows 10,1082.0,1.48,4,256,0,0,0,Core i5,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
318,167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1079.0,2.5,16,256,0,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050 Ti,2073600,1,1,0,0,0,0
172,1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Windows 10,1149.0,1.2,8,256,0,0,0,Core i7,1.3,1,1,0,0,1,0,HD Graphics 615,2073600,1,1,1,0,0,0
293,289,Acer,Aspire A517-51G,Notebook,15.6,Windows 10,951.0,3.0,8,256,0,0,0,Core i7,1.8,1,1,0,0,0,1,GeForce MX150,2073600,1,1,0,0,0,0
138,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Windows 7,2050.38,1.8,8,512,0,0,0,Core i7,2.6,1,1,0,0,0,1,Quadro M500M,2073600,1,1,1,0,0,0
747,1256,MSI,GL62 6QF,Gaming,15.6,Windows 10,1169.0,2.3,8,128,1000,0,0,Core i7,2.6,1,1,0,0,0,1,GeForce GTX 960M,2073600,0,1,0,0,0,0
801,1064,Lenovo,ThinkPad X1,Notebook,14.0,Windows 7,2620.0,1.1,16,256,0,0,0,Core i7,2.6,1,1,0,0,1,0,HD Graphics 520,3686400,1,0,0,0,0,0
45,414,Dell,Latitude 7480,Ultrabook,14.0,Windows 10,1680.0,1.36,8,512,0,0,0,Core i7,2.8,1,1,0,0,1,0,HD Graphics,2073600,0,1,0,0,0,0
1262,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,589.0,2.2,8,128,0,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
923,239,Acer,Aspire R7,2 in 1 Convertible,13.3,Windows 10,689.0,1.6,8,256,0,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,2073600,1,1,1,0,0,0
879,1226,Acer,Aspire E5-774G,Notebook,17.3,Windows 10,629.0,3.3,8,0,1000,0,0,Core i3,2.0,1,1,0,0,0,1,GeForce 940MX,1440000,0,0,0,0,0,0
931,1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Windows 10,1590.0,1.2,8,256,0,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
730,1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Windows 10,1169.0,2.2,8,0,1000,0,0,Core i7,2.6,1,1,0,0,0,1,GeForce GTX 1060,2073600,0,1,0,0,0,0
55,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Linux,597.0,2.3,8,0,1000,0,0,Core i3,2.4,1,1,0,0,0,1,GeForce 940MX,2073600,0,1,0,0,0,0
373,1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,2041.0,1.48,8,512,0,0,0,Core i7,2.6,1,1,0,0,1,0,HD Graphics 520,3686400,0,0,1,0,0,0
603,925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Windows 10,789.0,2.2,6,256,0,0,0,Core i7,2.7,1,1,0,0,0,1,GeForce 940MX,2073600,0,1,0,0,0,0
197,906,Toshiba,Portege X30-D-10V,Notebook,13.3,Windows 10,1475.0,1.05,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
599,442,Asus,Rog Strix,Gaming,17.3,Windows 10,1695.0,3.2,8,256,1000,0,0,Ryzen,3.2,1,0,1,1,0,0,Radeon RX 580,2073600,0,1,0,0,0,0
1258,797,Acer,Predator G9-793,Gaming,17.3,Windows 10,2299.0,4.2,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,1,1,0,0,0,0
682,116,HP,Probook 440,Notebook,14.0,Windows 10,722.0,1.63,4,0,500,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,1049088,1,0,0,0,0,0
752,10,Acer,Swift 3,Ultrabook,14.0,Windows 10,770.0,1.6,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,1,1,0,0,0,0
283,563,Mediacom,SmartBook 130,Notebook,13.3,Windows 10,255.0,1.35,4,0,0,32,0,Atom x5-Z8350,1.44,1,1,0,0,1,0,HD Graphics,2073600,1,1,0,0,0,0
1205,883,Toshiba,Tecra A50-D-11D,Notebook,15.6,Windows 10,1388.0,2.0,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
1237,1216,Acer,Aspire 3,Notebook,15.6,Linux,272.0,2.1,4,0,1000,0,0,Celeron Dual Core N3350,2.0,2,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
28,994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Windows 10,1299.0,2.19,12,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,1,0,0,0
809,56,Dell,Inspiron 3576,Notebook,15.6,Windows 10,767.8,2.13,8,256,0,0,0,Core i7,1.8,1,1,0,1,0,0,Radeon 520,2073600,0,1,0,0,0,0
1274,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,Windows 10,568.9,1.91,6,128,0,0,0,A10-Series A10-9620P,2.5,1,0,1,1,0,0,Radeon 530,2073600,1,1,0,0,0,0
532,89,HP,250 G6,Notebook,15.6,Windows 10,598.99,1.96,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
1167,1249,Razer,Blade Pro,Gaming,14.0,Windows 10,3499.0,1.95,16,1000,0,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,0,1,0,0,0,0
942,506,Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,911.0,2.3,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
638,123,Acer,Spin 3,Notebook,15.6,Windows 10,479.0,2.1,6,0,1000,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,1,0,0,0
739,909,HP,ProBook 450,Notebook,15.6,Windows 10,900.0,2.04,8,0,1000,0,0,Core i7,2.7,1,1,0,0,0,1,GeForce 930MX,2073600,0,1,0,0,0,0
1181,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Windows 10,398.99,2.37,4,0,1000,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
109,1274,Asus,Rog G752VT-GC073T,Gaming,17.3,Windows 10,1900.0,4.0,16,128,1000,0,0,Core i7,2.6,1,1,0,0,0,1,GeForce GTX 970M,2073600,1,1,0,0,0,0
1235,853,Dell,Vostro 3568,Notebook,15.6,Windows 10,713.99,2.18,8,128,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
640,935,HP,EliteBook 850,Ultrabook,15.6,Windows 10,1296.99,1.84,8,256,0,0,0,Core i7,2.5,1,1,0,1,0,0,Radeon R7 M365X,2073600,0,1,0,0,0,0
319,1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,No OS,573.0,2.3,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
1002,32,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,Windows 10,199.0,1.65,2,0,0,32,0,E-Series E2-6110,1.5,1,0,1,1,0,0,Radeon R2,1049088,0,0,0,0,0,0
132,828,Dell,Latitude 3480,Notebook,14.0,Windows 10,755.0,1.76,4,0,500,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
560,1286,HP,Stream 11-Y000na,Netbook,11.6,Windows 10,209.0,1.17,2,0,0,32,0,Celeron Dual Core N3060,1.6,2,1,0,0,1,0,HD Graphics 400,1049088,0,0,0,0,0,0
601,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Windows 10,419.0,1.86,4,128,0,0,0,Celeron Dual Core N3350,1.1,2,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
495,851,Dell,Alienware 17,Gaming,17.3,Windows 10,3072.89,4.42,32,512,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,2073600,1,1,0,0,0,0
839,1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Windows 10,1799.0,2.5,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050 Ti,2073600,0,1,0,0,0,0
622,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,799.0,2.67,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,1,0,0,0
619,121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Windows 10,564.0,2.0,4,0,1000,0,0,Core i3,2.0,1,1,0,0,0,1,GeForce 920MX,2073600,0,1,0,0,0,0
631,794,MSI,GS43VR 7RE,Gaming,14.0,Windows 10,1891.0,1.6,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,1,1,0,0,0,0
515,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,No OS,698.0,2.8,8,256,0,0,0,Core i5,1.6,1,1,0,0,0,1,GeForce MX150,1440000,0,0,0,0,0,0
869,686,LG,Gram 15Z975,Ultrabook,15.6,Windows 10,2299.0,1.09,8,512,0,0,0,Core i7,1.8,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
1068,1161,HP,ZBook 15,Workstation,15.6,Windows 7,2229.0,2.59,8,256,0,0,0,Core i7,2.6,1,1,0,0,0,1,Quadro M1000M,2073600,1,1,0,0,0,0
99,985,Dell,Latitude E7470,Ultrabook,14.0,Windows 10,1962.98,1.5,8,256,0,0,0,Core i7,2.6,1,1,0,0,1,0,HD Graphics 520,3686400,0,0,1,0,0,0
795,130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,Windows 10 S,277.99,1.65,4,64,0,0,0,E-Series,1.5,1,0,1,1,0,0,Radeon R2,1049088,0,0,0,0,0,0
408,1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1499.0,1.3,16,512,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,5760000,1,1,1,0,0,1
634,501,Asus,Rog G752VL-UH71T,Gaming,17.3,Windows 10,1269.0,4.33,24,256,1000,0,0,Core i7,2.6,1,1,0,0,0,1,GeForce GTX 965M,2073600,1,1,1,0,0,0
489,6,Acer,Aspire 3,Notebook,15.6,Windows 10,400.0,2.1,4,0,500,0,0,A9-Series,3.0,1,0,1,1,0,0,Radeon R5,1049088,0,0,0,0,0,0
544,358,MSI,GP72MVR 7RFX,Gaming,17.3,Windows 10,1409.0,2.7,8,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,0,1,0,0,0,0
853,871,Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,850.66,2.3,8,0,1000,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
15,843,Lenovo,ThinkPad T470s,Notebook,14.0,Windows 10,1650.0,1.32,8,256,0,0,0,Core i5,2.6,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
485,914,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1649.0,1.22,16,256,0,0,0,Core i7,1.3,1,1,0,0,1,0,HD Graphics 615,2073600,0,1,1,0,0,0
290,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Windows 10,304.0,2.0,4,0,500,0,0,Pentium Quad Core N4200,1.1,4,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
860,399,Acer,Aspire 5,Notebook,15.6,Windows 10,693.99,2.2,12,0,1000,0,0,Core i5,1.6,1,1,0,0,0,1,GeForce MX130,1049088,1,0,0,0,0,0
1206,1041,HP,ProBook 640,Notebook,14.0,Windows 10,1060.0,1.95,4,0,500,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
1174,823,Dell,Vostro 3568,Notebook,15.6,Windows 10,789.81,2.18,8,256,0,0,0,Core i5,2.5,1,1,0,1,0,0,Radeon R5 M420,2073600,0,1,0,0,0,0
566,611,Dell,Vostro 3568,Notebook,15.6,Linux,465.0,2.18,4,0,1000,0,0,Core i3,2.0,1,1,0,1,0,0,Radeon R5 M420,1049088,0,0,0,0,0,0
227,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,809.0,2.4,8,128,1000,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce GTX 1050,2073600,1,1,0,0,0,0
967,1312,HP,Pavilion 15-AW003nv,Notebook,15.6,Windows 10,549.99,2.04,6,0,0,0,1000,A9-Series,2.9,1,0,1,1,0,0,Radeon R7 M440,2073600,0,1,0,0,0,0
423,836,Dell,Latitude 3480,Notebook,14.0,Windows 10,585.0,1.76,4,0,500,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
1221,609,Acer,Aspire 1,Notebook,14.0,Windows 10,329.0,1.6,4,0,0,32,0,Celeron Quad Core N3450,1.1,4,1,0,0,1,0,HD Graphics 500,2073600,0,1,0,0,0,0
1116,936,HP,Envy 13-AB077cl,Ultrabook,13.3,Windows 10,1149.0,1.39,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,5760000,0,1,1,0,0,1
947,642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Windows 10,399.0,2.0,8,0,1000,0,0,Celeron Dual Core N3350,1.1,2,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
178,728,Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,1686.64,1.17,8,512,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,3686400,1,1,0,0,0,1
580,719,Dell,Latitude 5480,Notebook,14.0,Linux,1089.0,1.64,8,256,0,0,0,Core i5,2.8,1,1,0,0,0,1,GeForce 930MX,2073600,0,1,0,0,0,0
370,749,Dell,Vostro 3568,Notebook,15.6,Windows 10,665.0,2.0,8,256,0,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
291,83,Apple,"MacBook 12""",Ultrabook,12.0,macOS,1510.0,0.92,8,512,0,0,0,Core i5,1.3,1,1,0,0,1,0,HD Graphics 615,3317760,1,0,0,0,1,0
652,143,Acer,Aspire 5,Notebook,17.3,Windows 10,655.0,3.0,4,0,1000,0,0,Core i3,2.7,1,1,0,0,0,1,GeForce MX130,2073600,1,1,0,0,0,0
349,1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,Windows 7,2299.0,1.4,12,512,0,0,0,Core i7,2.6,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
23,2,Apple,Macbook Air,Ultrabook,13.3,macOS,898.94,1.34,8,0,0,128,0,Core i5,1.8,1,1,0,0,1,0,HD Graphics 6000,1296000,0,0,0,0,0,0
956,180,Acer,Aspire A315-51,Notebook,15.6,Windows 10,449.0,2.1,4,128,0,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
996,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Windows 10,544.15,2.65,8,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1440000,0,0,0,0,0,0
1296,932,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1349.0,2.6,16,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050 Ti,2073600,0,1,0,0,0,0
482,1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,2749.99,4.6,16,256,0,0,1000,Core i7,2.7,1,1,0,0,0,1,GeForce GTX 980M,2073600,1,1,0,0,0,0
650,677,Acer,Aspire 3,Notebook,15.6,Linux,412.0,2.1,4,128,0,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
624,616,Acer,Swift SF114-31-P5HY,Notebook,14.0,Windows 10,349.0,1.6,4,0,0,128,0,Pentium Quad Core N3710,1.6,4,1,0,0,1,0,HD Graphics 405,1049088,0,0,0,0,0,0
888,118,HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1398.99,1.26,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,1,1,1,0,0,0
488,753,Acer,Chromebook 14,Notebook,14.0,Chrome OS,330.0,1.68,2,0,0,32,0,Celeron Dual Core N3060,1.6,2,1,0,0,1,0,HD Graphics 400,1049088,0,0,0,0,0,0
1238,422,Dell,Inspiron 3567,Notebook,15.6,Linux,598.9,2.3,4,256,0,0,0,Core i5,2.5,1,1,0,1,0,0,Radeon R5 M430,2073600,0,1,0,0,0,0
154,668,Dell,Latitude E7470,Notebook,14.0,Windows 10,1229.0,1.56,8,256,0,0,0,Core i5,2.4,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
381,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Chrome OS,669.0,1.2,4,0,0,64,0,Core M M3-6Y30,0.9,1,1,0,0,1,0,HD Graphics 515,2073600,0,1,1,0,0,0
512,915,Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,2049.0,1.13,8,0,0,256,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
